Tên cảm biến,Giá trị,Thời gian
eTVOC,103,2025-04-25 04:04:36
eCO2,1081,2025-04-25 04:04:36
DiscomfortIndex,82.76,2025-04-25 04:04:36
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:36
temperature,25.54,2025-04-25 04:04:37
Humidity,53.11,2025-04-25 04:04:37
Illuminance,265,2025-04-25 04:04:37
AtmosphericPressure,1010.13,2025-04-25 04:04:37
Noise,50.23,2025-04-25 04:04:37
eTVOC,103,2025-04-25 04:04:37
eCO2,1081,2025-04-25 04:04:37
DiscomfortIndex,82.76,2025-04-25 04:04:37
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:37
temperature,25.54,2025-04-25 04:04:38
Humidity,53.11,2025-04-25 04:04:38
Illuminance,265,2025-04-25 04:04:38
AtmosphericPressure,1010.13,2025-04-25 04:04:38
Noise,50.23,2025-04-25 04:04:38
eTVOC,103,2025-04-25 04:04:38
eCO2,1081,2025-04-25 04:04:38
DiscomfortIndex,82.76,2025-04-25 04:04:38
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:38
temperature,25.54,2025-04-25 04:04:39
Humidity,53.11,2025-04-25 04:04:39
Illuminance,265,2025-04-25 04:04:39
AtmosphericPressure,1010.13,2025-04-25 04:04:39
Noise,50.23,2025-04-25 04:04:39
eTVOC,103,2025-04-25 04:04:39
eCO2,1081,2025-04-25 04:04:39
DiscomfortIndex,82.76,2025-04-25 04:04:39
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:39
temperature,25.56,2025-04-25 04:04:40
Humidity,53.09,2025-04-25 04:04:40
Illuminance,265,2025-04-25 04:04:40
AtmosphericPressure,1010.132,2025-04-25 04:04:40
Noise,52,2025-04-25 04:04:40
eTVOC,101,2025-04-25 04:04:40
eCO2,1065,2025-04-25 04:04:40
DiscomfortIndex,82.77,2025-04-25 04:04:40
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:40
temperature,25.56,2025-04-25 04:04:41
Humidity,53.09,2025-04-25 04:04:41
Illuminance,265,2025-04-25 04:04:41
AtmosphericPressure,1010.132,2025-04-25 04:04:41
Noise,52,2025-04-25 04:04:41
eTVOC,101,2025-04-25 04:04:41
eCO2,1065,2025-04-25 04:04:41
DiscomfortIndex,82.77,2025-04-25 04:04:41
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:41
temperature,25.56,2025-04-25 04:04:42
Humidity,53.09,2025-04-25 04:04:42
Illuminance,265,2025-04-25 04:04:42
AtmosphericPressure,1010.132,2025-04-25 04:04:42
Noise,52,2025-04-25 04:04:42
eTVOC,101,2025-04-25 04:04:42
eCO2,1065,2025-04-25 04:04:42
DiscomfortIndex,82.77,2025-04-25 04:04:42
HeatstrokeRiskLevel,27.84,2025-04-25 04:04:42
temperature,25.56,2025-04-25 04:04:43
Humidity,53.09,2025-04-25 04:04:43
Illuminance,262,2025-04-25 04:04:43
AtmosphericPressure,1010.133,2025-04-25 04:04:43
Noise,70.09,2025-04-25 04:04:43
eTVOC,102,2025-04-25 04:04:43
eCO2,1074,2025-04-25 04:04:43
DiscomfortIndex,82.77,2025-04-25 04:04:43
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:43
temperature,25.56,2025-04-25 04:04:44
Humidity,53.09,2025-04-25 04:04:44
Illuminance,262,2025-04-25 04:04:44
AtmosphericPressure,1010.133,2025-04-25 04:04:44
Noise,70.09,2025-04-25 04:04:44
eTVOC,102,2025-04-25 04:04:44
eCO2,1074,2025-04-25 04:04:44
DiscomfortIndex,82.77,2025-04-25 04:04:44
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:44
temperature,25.56,2025-04-25 04:04:45
Humidity,53.09,2025-04-25 04:04:45
Illuminance,262,2025-04-25 04:04:45
AtmosphericPressure,1010.133,2025-04-25 04:04:45
Noise,70.09,2025-04-25 04:04:45
eTVOC,102,2025-04-25 04:04:45
eCO2,1074,2025-04-25 04:04:45
DiscomfortIndex,82.77,2025-04-25 04:04:45
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:45
temperature,25.56,2025-04-25 04:04:46
Humidity,53.04,2025-04-25 04:04:46
Illuminance,265,2025-04-25 04:04:46
AtmosphericPressure,1010.131,2025-04-25 04:04:46
Noise,55.72,2025-04-25 04:04:46
eTVOC,102,2025-04-25 04:04:46
eCO2,1074,2025-04-25 04:04:46
DiscomfortIndex,82.74,2025-04-25 04:04:46
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:46
temperature,25.56,2025-04-25 04:04:47
Humidity,53.04,2025-04-25 04:04:47
Illuminance,265,2025-04-25 04:04:47
AtmosphericPressure,1010.131,2025-04-25 04:04:47
Noise,55.72,2025-04-25 04:04:47
eTVOC,102,2025-04-25 04:04:47
eCO2,1074,2025-04-25 04:04:47
DiscomfortIndex,82.74,2025-04-25 04:04:47
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:47
temperature,25.56,2025-04-25 04:04:48
Humidity,53.04,2025-04-25 04:04:48
Illuminance,265,2025-04-25 04:04:48
AtmosphericPressure,1010.131,2025-04-25 04:04:48
Noise,55.72,2025-04-25 04:04:48
eTVOC,102,2025-04-25 04:04:48
eCO2,1074,2025-04-25 04:04:48
DiscomfortIndex,82.74,2025-04-25 04:04:48
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:48
temperature,25.55,2025-04-25 04:04:49
Humidity,53.07,2025-04-25 04:04:49
Illuminance,265,2025-04-25 04:04:49
AtmosphericPressure,1010.122,2025-04-25 04:04:49
Noise,53.92,2025-04-25 04:04:49
eTVOC,102,2025-04-25 04:04:49
eCO2,1074,2025-04-25 04:04:49
DiscomfortIndex,82.77,2025-04-25 04:04:49
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:49
temperature,25.55,2025-04-25 04:04:50
Humidity,53.07,2025-04-25 04:04:50
Illuminance,265,2025-04-25 04:04:50
AtmosphericPressure,1010.122,2025-04-25 04:04:50
Noise,53.92,2025-04-25 04:04:50
eTVOC,102,2025-04-25 04:04:50
eCO2,1074,2025-04-25 04:04:50
DiscomfortIndex,82.77,2025-04-25 04:04:50
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:50
temperature,25.55,2025-04-25 04:04:51
Humidity,53.07,2025-04-25 04:04:51
Illuminance,265,2025-04-25 04:04:51
AtmosphericPressure,1010.122,2025-04-25 04:04:51
Noise,53.92,2025-04-25 04:04:51
eTVOC,102,2025-04-25 04:04:51
eCO2,1074,2025-04-25 04:04:51
DiscomfortIndex,82.77,2025-04-25 04:04:51
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:51
temperature,25.56,2025-04-25 04:04:52
Humidity,53.01,2025-04-25 04:04:52
Illuminance,265,2025-04-25 04:04:52
AtmosphericPressure,1010.124,2025-04-25 04:04:52
Noise,64.86,2025-04-25 04:04:52
eTVOC,102,2025-04-25 04:04:52
eCO2,1074,2025-04-25 04:04:52
DiscomfortIndex,82.73,2025-04-25 04:04:52
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:52
temperature,25.56,2025-04-25 04:04:53
Humidity,53.01,2025-04-25 04:04:53
Illuminance,265,2025-04-25 04:04:53
AtmosphericPressure,1010.124,2025-04-25 04:04:53
Noise,64.86,2025-04-25 04:04:53
eTVOC,102,2025-04-25 04:04:53
eCO2,1074,2025-04-25 04:04:53
DiscomfortIndex,82.73,2025-04-25 04:04:53
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:53
temperature,25.56,2025-04-25 04:04:54
Humidity,53.01,2025-04-25 04:04:54
Illuminance,265,2025-04-25 04:04:54
AtmosphericPressure,1010.124,2025-04-25 04:04:54
Noise,64.86,2025-04-25 04:04:54
eTVOC,102,2025-04-25 04:04:54
eCO2,1074,2025-04-25 04:04:54
DiscomfortIndex,82.73,2025-04-25 04:04:54
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:54
temperature,25.58,2025-04-25 04:04:55
Humidity,52.91,2025-04-25 04:04:55
Illuminance,265,2025-04-25 04:04:55
AtmosphericPressure,1010.124,2025-04-25 04:04:55
Noise,52.81,2025-04-25 04:04:55
eTVOC,102,2025-04-25 04:04:55
eCO2,1074,2025-04-25 04:04:55
DiscomfortIndex,82.77,2025-04-25 04:04:55
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:55
temperature,25.58,2025-04-25 04:04:56
Humidity,52.91,2025-04-25 04:04:56
Illuminance,265,2025-04-25 04:04:56
AtmosphericPressure,1010.124,2025-04-25 04:04:56
Noise,52.81,2025-04-25 04:04:56
eTVOC,102,2025-04-25 04:04:56
eCO2,1074,2025-04-25 04:04:56
DiscomfortIndex,82.77,2025-04-25 04:04:56
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:56
temperature,25.58,2025-04-25 04:04:57
Humidity,52.91,2025-04-25 04:04:57
Illuminance,265,2025-04-25 04:04:57
AtmosphericPressure,1010.124,2025-04-25 04:04:57
Noise,52.81,2025-04-25 04:04:57
eTVOC,102,2025-04-25 04:04:57
eCO2,1074,2025-04-25 04:04:57
DiscomfortIndex,82.77,2025-04-25 04:04:57
HeatstrokeRiskLevel,27.85,2025-04-25 04:04:57
temperature,25.57,2025-04-25 04:04:58
Humidity,52.95,2025-04-25 04:04:58
Illuminance,262,2025-04-25 04:04:58
AtmosphericPressure,1010.124,2025-04-25 04:04:58
Noise,51.49,2025-04-25 04:04:58
eTVOC,102,2025-04-25 04:04:58
eCO2,1074,2025-04-25 04:04:58
DiscomfortIndex,82.73,2025-04-25 04:04:58
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:58
temperature,25.57,2025-04-25 04:04:59
Humidity,52.95,2025-04-25 04:04:59
Illuminance,262,2025-04-25 04:04:59
AtmosphericPressure,1010.124,2025-04-25 04:04:59
Noise,51.49,2025-04-25 04:04:59
eTVOC,102,2025-04-25 04:04:59
eCO2,1074,2025-04-25 04:04:59
DiscomfortIndex,82.73,2025-04-25 04:04:59
HeatstrokeRiskLevel,27.82,2025-04-25 04:04:59
temperature,25.57,2025-04-25 04:05:00
Humidity,52.95,2025-04-25 04:05:00
Illuminance,262,2025-04-25 04:05:00
AtmosphericPressure,1010.124,2025-04-25 04:05:00
Noise,51.49,2025-04-25 04:05:00
eTVOC,102,2025-04-25 04:05:00
eCO2,1074,2025-04-25 04:05:00
DiscomfortIndex,82.73,2025-04-25 04:05:00
HeatstrokeRiskLevel,27.82,2025-04-25 04:05:00
temperature,25.58,2025-04-25 04:05:01
Humidity,52.92,2025-04-25 04:05:01
Illuminance,262,2025-04-25 04:05:01
AtmosphericPressure,1010.119,2025-04-25 04:05:01
Noise,51.41,2025-04-25 04:05:01
eTVOC,103,2025-04-25 04:05:01
eCO2,1081,2025-04-25 04:05:01
DiscomfortIndex,82.76,2025-04-25 04:05:01
HeatstrokeRiskLevel,27.85,2025-04-25 04:05:01
temperature,25.58,2025-04-25 04:05:02
Humidity,52.92,2025-04-25 04:05:02
Illuminance,262,2025-04-25 04:05:02
AtmosphericPressure,1010.119,2025-04-25 04:05:02
Noise,51.41,2025-04-25 04:05:02
eTVOC,103,2025-04-25 04:05:02
eCO2,1081,2025-04-25 04:05:02
DiscomfortIndex,82.76,2025-04-25 04:05:02
HeatstrokeRiskLevel,27.85,2025-04-25 04:05:02
temperature,25.58,2025-04-25 04:05:03
Humidity,52.92,2025-04-25 04:05:03
Illuminance,262,2025-04-25 04:05:03
AtmosphericPressure,1010.119,2025-04-25 04:05:03
Noise,51.41,2025-04-25 04:05:03
eTVOC,103,2025-04-25 04:05:03
eCO2,1081,2025-04-25 04:05:03
DiscomfortIndex,82.76,2025-04-25 04:05:03
HeatstrokeRiskLevel,27.85,2025-04-25 04:05:03
temperature,25.58,2025-04-25 04:05:04
Humidity,52.91,2025-04-25 04:05:04
Illuminance,265,2025-04-25 04:05:04
AtmosphericPressure,1010.119,2025-04-25 04:05:04
Noise,52.36,2025-04-25 04:05:04
eTVOC,102,2025-04-25 04:05:04
eCO2,1074,2025-04-25 04:05:04
DiscomfortIndex,82.77,2025-04-25 04:05:04
HeatstrokeRiskLevel,27.85,2025-04-25 04:05:04
temperature,25.58,2025-04-25 04:05:05
Humidity,52.91,2025-04-25 04:05:05
Illuminance,265,2025-04-25 04:05:05
AtmosphericPressure,1010.119,2025-04-25 04:05:05
Noise,52.36,2025-04-25 04:05:05
eTVOC,102,2025-04-25 04:05:05
eCO2,1074,2025-04-25 04:05:05
DiscomfortIndex,82.77,2025-04-25 04:05:05
HeatstrokeRiskLevel,27.85,2025-04-25 04:05:05
temperature,25.58,2025-04-25 04:05:06
Humidity,52.91,2025-04-25 04:05:06
Illuminance,265,2025-04-25 04:05:06
AtmosphericPressure,1010.119,2025-04-25 04:05:06
Noise,52.36,2025-04-25 04:05:06
eTVOC,102,2025-04-25 04:05:06
eCO2,1074,2025-04-25 04:05:06
DiscomfortIndex,82.77,2025-04-25 04:05:06
HeatstrokeRiskLevel,27.85,2025-04-25 04:05:06
temperature,25.59,2025-04-25 04:05:07
Humidity,52.86,2025-04-25 04:05:07
Illuminance,262,2025-04-25 04:05:07
AtmosphericPressure,1010.12,2025-04-25 04:05:07
Noise,64.31,2025-04-25 04:05:07
eTVOC,105,2025-04-25 04:05:07
eCO2,1090,2025-04-25 04:05:07
DiscomfortIndex,82.74,2025-04-25 04:05:07
HeatstrokeRiskLevel,27.86,2025-04-25 04:05:07
temperature,25.55,2025-04-25 04:08:11
Humidity,53.09,2025-04-25 04:08:11
Illuminance,265,2025-04-25 04:08:11
AtmosphericPressure,1010.041,2025-04-25 04:08:11
Noise,59.63,2025-04-25 04:08:11
eTVOC,118,2025-04-25 04:08:11
eCO2,1178,2025-04-25 04:08:11
DiscomfortIndex,82.71,2025-04-25 04:08:11
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:11
temperature,25.55,2025-04-25 04:08:12
Humidity,53.09,2025-04-25 04:08:12
Illuminance,265,2025-04-25 04:08:12
AtmosphericPressure,1010.041,2025-04-25 04:08:12
Noise,59.63,2025-04-25 04:08:12
eTVOC,118,2025-04-25 04:08:12
eCO2,1178,2025-04-25 04:08:12
DiscomfortIndex,82.71,2025-04-25 04:08:12
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:12
temperature,25.53,2025-04-25 04:08:13
Humidity,53.12,2025-04-25 04:08:13
Illuminance,265,2025-04-25 04:08:13
AtmosphericPressure,1010.039,2025-04-25 04:08:13
Noise,62.23,2025-04-25 04:08:13
eTVOC,118,2025-04-25 04:08:13
eCO2,1178,2025-04-25 04:08:13
DiscomfortIndex,82.73,2025-04-25 04:08:13
HeatstrokeRiskLevel,27.8,2025-04-25 04:08:13
temperature,25.53,2025-04-25 04:08:14
Humidity,53.12,2025-04-25 04:08:14
Illuminance,265,2025-04-25 04:08:14
AtmosphericPressure,1010.039,2025-04-25 04:08:14
Noise,62.23,2025-04-25 04:08:14
eTVOC,118,2025-04-25 04:08:14
eCO2,1178,2025-04-25 04:08:14
DiscomfortIndex,82.73,2025-04-25 04:08:14
HeatstrokeRiskLevel,27.8,2025-04-25 04:08:14
temperature,25.53,2025-04-25 04:08:15
Humidity,53.12,2025-04-25 04:08:15
Illuminance,265,2025-04-25 04:08:15
AtmosphericPressure,1010.039,2025-04-25 04:08:15
Noise,62.23,2025-04-25 04:08:15
eTVOC,118,2025-04-25 04:08:15
eCO2,1178,2025-04-25 04:08:15
DiscomfortIndex,82.73,2025-04-25 04:08:15
HeatstrokeRiskLevel,27.8,2025-04-25 04:08:15
temperature,25.51,2025-04-25 04:08:16
Humidity,53.2,2025-04-25 04:08:16
Illuminance,265,2025-04-25 04:08:16
AtmosphericPressure,1010.046,2025-04-25 04:08:16
Noise,50.66,2025-04-25 04:08:16
eTVOC,118,2025-04-25 04:08:16
eCO2,1178,2025-04-25 04:08:16
DiscomfortIndex,82.72,2025-04-25 04:08:16
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:16
temperature,25.51,2025-04-25 04:08:17
Humidity,53.2,2025-04-25 04:08:17
Illuminance,265,2025-04-25 04:08:17
AtmosphericPressure,1010.046,2025-04-25 04:08:17
Noise,50.66,2025-04-25 04:08:17
eTVOC,118,2025-04-25 04:08:17
eCO2,1178,2025-04-25 04:08:17
DiscomfortIndex,82.72,2025-04-25 04:08:17
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:17
temperature,25.51,2025-04-25 04:08:18
Humidity,53.2,2025-04-25 04:08:18
Illuminance,265,2025-04-25 04:08:18
AtmosphericPressure,1010.046,2025-04-25 04:08:18
Noise,50.66,2025-04-25 04:08:18
eTVOC,118,2025-04-25 04:08:18
eCO2,1178,2025-04-25 04:08:18
DiscomfortIndex,82.72,2025-04-25 04:08:18
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:18
temperature,25.52,2025-04-25 04:08:19
Humidity,53.16,2025-04-25 04:08:19
Illuminance,265,2025-04-25 04:08:19
AtmosphericPressure,1010.04,2025-04-25 04:08:19
Noise,53.57,2025-04-25 04:08:19
eTVOC,118,2025-04-25 04:08:19
eCO2,1178,2025-04-25 04:08:19
DiscomfortIndex,82.72,2025-04-25 04:08:19
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:19
temperature,25.52,2025-04-25 04:08:20
Humidity,53.16,2025-04-25 04:08:20
Illuminance,265,2025-04-25 04:08:20
AtmosphericPressure,1010.04,2025-04-25 04:08:20
Noise,53.57,2025-04-25 04:08:20
eTVOC,118,2025-04-25 04:08:20
eCO2,1178,2025-04-25 04:08:20
DiscomfortIndex,82.72,2025-04-25 04:08:20
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:20
temperature,25.52,2025-04-25 04:08:21
Humidity,53.16,2025-04-25 04:08:21
Illuminance,265,2025-04-25 04:08:21
AtmosphericPressure,1010.04,2025-04-25 04:08:21
Noise,53.57,2025-04-25 04:08:21
eTVOC,118,2025-04-25 04:08:21
eCO2,1178,2025-04-25 04:08:21
DiscomfortIndex,82.72,2025-04-25 04:08:21
HeatstrokeRiskLevel,27.79,2025-04-25 04:08:21
temperature,25.45,2025-04-25 04:08:22
Humidity,53.34,2025-04-25 04:08:22
Illuminance,265,2025-04-25 04:08:22
AtmosphericPressure,1010.044,2025-04-25 04:08:22
Noise,49.78,2025-04-25 04:08:22
eTVOC,118,2025-04-25 04:08:22
eCO2,1178,2025-04-25 04:08:22
DiscomfortIndex,82.7,2025-04-25 04:08:22
HeatstrokeRiskLevel,27.77,2025-04-25 04:08:22
temperature,25.45,2025-04-25 04:08:23
Humidity,53.34,2025-04-25 04:08:23
Illuminance,265,2025-04-25 04:08:23
AtmosphericPressure,1010.044,2025-04-25 04:08:23
Noise,49.78,2025-04-25 04:08:23
eTVOC,118,2025-04-25 04:08:23
eCO2,1178,2025-04-25 04:08:23
DiscomfortIndex,82.7,2025-04-25 04:08:23
HeatstrokeRiskLevel,27.77,2025-04-25 04:08:23
temperature,25.45,2025-04-25 04:08:24
Humidity,53.34,2025-04-25 04:08:24
Illuminance,265,2025-04-25 04:08:24
AtmosphericPressure,1010.044,2025-04-25 04:08:24
Noise,49.78,2025-04-25 04:08:24
eTVOC,118,2025-04-25 04:08:24
eCO2,1178,2025-04-25 04:08:24
DiscomfortIndex,82.7,2025-04-25 04:08:24
HeatstrokeRiskLevel,27.77,2025-04-25 04:08:24
temperature,25.47,2025-04-25 04:08:25
Humidity,53.33,2025-04-25 04:08:25
Illuminance,265,2025-04-25 04:08:25
AtmosphericPressure,1010.037,2025-04-25 04:08:25
Noise,52.04,2025-04-25 04:08:25
eTVOC,116,2025-04-25 04:08:25
eCO2,1163,2025-04-25 04:08:25
DiscomfortIndex,82.71,2025-04-25 04:08:25
HeatstrokeRiskLevel,27.77,2025-04-25 04:08:25
temperature,25.47,2025-04-25 04:08:26
Humidity,53.33,2025-04-25 04:08:26
Illuminance,265,2025-04-25 04:08:26
AtmosphericPressure,1010.037,2025-04-25 04:08:26
Noise,52.04,2025-04-25 04:08:26
eTVOC,116,2025-04-25 04:08:26
eCO2,1163,2025-04-25 04:08:26
DiscomfortIndex,82.71,2025-04-25 04:08:26
HeatstrokeRiskLevel,27.77,2025-04-25 04:08:26
temperature,25.47,2025-04-25 04:08:27
Humidity,53.33,2025-04-25 04:08:27
Illuminance,265,2025-04-25 04:08:27
AtmosphericPressure,1010.037,2025-04-25 04:08:27
Noise,52.04,2025-04-25 04:08:27
eTVOC,116,2025-04-25 04:08:27
eCO2,1163,2025-04-25 04:08:27
DiscomfortIndex,82.71,2025-04-25 04:08:27
HeatstrokeRiskLevel,27.77,2025-04-25 04:08:27
temperature,25.45,2025-04-25 04:08:28
Humidity,53.36,2025-04-25 04:08:28
Illuminance,265,2025-04-25 04:08:28
AtmosphericPressure,1010.037,2025-04-25 04:08:28
Noise,67.51,2025-04-25 04:08:28
eTVOC,117,2025-04-25 04:08:28
eCO2,1168,2025-04-25 04:08:28
DiscomfortIndex,82.67,2025-04-25 04:08:28
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:28
temperature,25.45,2025-04-25 04:08:29
Humidity,53.36,2025-04-25 04:08:29
Illuminance,265,2025-04-25 04:08:29
AtmosphericPressure,1010.037,2025-04-25 04:08:29
Noise,67.51,2025-04-25 04:08:29
eTVOC,117,2025-04-25 04:08:29
eCO2,1168,2025-04-25 04:08:29
DiscomfortIndex,82.67,2025-04-25 04:08:29
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:29
temperature,25.45,2025-04-25 04:08:30
Humidity,53.36,2025-04-25 04:08:30
Illuminance,265,2025-04-25 04:08:30
AtmosphericPressure,1010.037,2025-04-25 04:08:30
Noise,67.51,2025-04-25 04:08:30
eTVOC,117,2025-04-25 04:08:30
eCO2,1168,2025-04-25 04:08:30
DiscomfortIndex,82.67,2025-04-25 04:08:30
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:30
temperature,25.43,2025-04-25 04:08:31
Humidity,53.39,2025-04-25 04:08:31
Illuminance,265,2025-04-25 04:08:31
AtmosphericPressure,1010.037,2025-04-25 04:08:31
Noise,63.08,2025-04-25 04:08:31
eTVOC,114,2025-04-25 04:08:31
eCO2,1153,2025-04-25 04:08:31
DiscomfortIndex,82.68,2025-04-25 04:08:31
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:31
temperature,25.43,2025-04-25 04:08:32
Humidity,53.39,2025-04-25 04:08:32
Illuminance,265,2025-04-25 04:08:32
AtmosphericPressure,1010.037,2025-04-25 04:08:32
Noise,63.08,2025-04-25 04:08:32
eTVOC,114,2025-04-25 04:08:32
eCO2,1153,2025-04-25 04:08:32
DiscomfortIndex,82.68,2025-04-25 04:08:32
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:32
temperature,25.43,2025-04-25 04:08:33
Humidity,53.39,2025-04-25 04:08:33
Illuminance,265,2025-04-25 04:08:33
AtmosphericPressure,1010.037,2025-04-25 04:08:33
Noise,63.08,2025-04-25 04:08:33
eTVOC,114,2025-04-25 04:08:33
eCO2,1153,2025-04-25 04:08:33
DiscomfortIndex,82.68,2025-04-25 04:08:33
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:33
temperature,25.44,2025-04-25 04:08:34
Humidity,53.3,2025-04-25 04:08:34
Illuminance,265,2025-04-25 04:08:34
AtmosphericPressure,1010.034,2025-04-25 04:08:34
Noise,64.47,2025-04-25 04:08:34
eTVOC,116,2025-04-25 04:08:34
eCO2,1163,2025-04-25 04:08:34
DiscomfortIndex,82.68,2025-04-25 04:08:34
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:34
temperature,25.44,2025-04-25 04:08:35
Humidity,53.3,2025-04-25 04:08:35
Illuminance,265,2025-04-25 04:08:35
AtmosphericPressure,1010.034,2025-04-25 04:08:35
Noise,64.47,2025-04-25 04:08:35
eTVOC,116,2025-04-25 04:08:35
eCO2,1163,2025-04-25 04:08:35
DiscomfortIndex,82.68,2025-04-25 04:08:35
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:35
temperature,25.44,2025-04-25 04:08:36
Humidity,53.3,2025-04-25 04:08:36
Illuminance,265,2025-04-25 04:08:36
AtmosphericPressure,1010.034,2025-04-25 04:08:36
Noise,64.47,2025-04-25 04:08:36
eTVOC,116,2025-04-25 04:08:36
eCO2,1163,2025-04-25 04:08:36
DiscomfortIndex,82.68,2025-04-25 04:08:36
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:36
temperature,25.44,2025-04-25 04:08:37
Humidity,53.36,2025-04-25 04:08:37
Illuminance,265,2025-04-25 04:08:37
AtmosphericPressure,1010.028,2025-04-25 04:08:37
Noise,65.44,2025-04-25 04:08:37
eTVOC,116,2025-04-25 04:08:37
eCO2,1163,2025-04-25 04:08:37
DiscomfortIndex,82.68,2025-04-25 04:08:37
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:37
temperature,25.44,2025-04-25 04:08:38
Humidity,53.36,2025-04-25 04:08:38
Illuminance,265,2025-04-25 04:08:38
AtmosphericPressure,1010.028,2025-04-25 04:08:38
Noise,65.44,2025-04-25 04:08:38
eTVOC,116,2025-04-25 04:08:38
eCO2,1163,2025-04-25 04:08:38
DiscomfortIndex,82.68,2025-04-25 04:08:38
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:38
temperature,25.44,2025-04-25 04:08:39
Humidity,53.36,2025-04-25 04:08:39
Illuminance,265,2025-04-25 04:08:39
AtmosphericPressure,1010.028,2025-04-25 04:08:39
Noise,65.44,2025-04-25 04:08:39
eTVOC,116,2025-04-25 04:08:39
eCO2,1163,2025-04-25 04:08:39
DiscomfortIndex,82.68,2025-04-25 04:08:39
HeatstrokeRiskLevel,27.75,2025-04-25 04:08:39
temperature,25.42,2025-04-25 04:08:40
Humidity,53.4,2025-04-25 04:08:40
Illuminance,265,2025-04-25 04:08:40
AtmosphericPressure,1010.022,2025-04-25 04:08:40
Noise,56.71,2025-04-25 04:08:40
eTVOC,114,2025-04-25 04:08:40
eCO2,1153,2025-04-25 04:08:40
DiscomfortIndex,82.66,2025-04-25 04:08:40
HeatstrokeRiskLevel,27.74,2025-04-25 04:08:40
temperature,25.42,2025-04-25 04:08:41
Humidity,53.4,2025-04-25 04:08:41
Illuminance,265,2025-04-25 04:08:41
AtmosphericPressure,1010.022,2025-04-25 04:08:41
Noise,56.71,2025-04-25 04:08:41
eTVOC,114,2025-04-25 04:08:41
eCO2,1153,2025-04-25 04:08:41
DiscomfortIndex,82.66,2025-04-25 04:08:41
HeatstrokeRiskLevel,27.74,2025-04-25 04:08:41
temperature,25.42,2025-04-25 04:08:42
Humidity,53.4,2025-04-25 04:08:42
Illuminance,265,2025-04-25 04:08:42
AtmosphericPressure,1010.022,2025-04-25 04:08:42
Noise,56.71,2025-04-25 04:08:42
eTVOC,114,2025-04-25 04:08:42
eCO2,1153,2025-04-25 04:08:42
DiscomfortIndex,82.66,2025-04-25 04:08:42
HeatstrokeRiskLevel,27.74,2025-04-25 04:08:42
temperature,25.38,2025-04-25 04:08:43
Humidity,53.48,2025-04-25 04:08:43
Illuminance,265,2025-04-25 04:08:43
AtmosphericPressure,1010.018,2025-04-25 04:08:43
Noise,70.69,2025-04-25 04:08:43
eTVOC,114,2025-04-25 04:08:43
eCO2,1153,2025-04-25 04:08:43
DiscomfortIndex,82.66,2025-04-25 04:08:43
HeatstrokeRiskLevel,27.74,2025-04-25 04:08:43
temperature,25.38,2025-04-25 04:08:44
Humidity,53.48,2025-04-25 04:08:44
Illuminance,265,2025-04-25 04:08:44
AtmosphericPressure,1010.018,2025-04-25 04:08:44
Noise,70.69,2025-04-25 04:08:44
eTVOC,114,2025-04-25 04:08:44
eCO2,1153,2025-04-25 04:08:44
DiscomfortIndex,82.66,2025-04-25 04:08:44
HeatstrokeRiskLevel,27.74,2025-04-25 04:08:44
temperature,25.38,2025-04-25 04:08:45
